,nation,player_name,team,url
279,Spain,Ra?l Albiol,Napoli,https://www.fifaindex.com/player/157481/ra%C3%BAl-albiol/
280,Germany,Mario G?mez,VfL Wolfsburg,https://www.fifaindex.com/player/150418/mario-g%C3%B3mez/
281,Spain,Juanfran,Atl?tico Madrid,https://www.fifaindex.com/player/146760/juanfran/
282,Turkey,Arda Turan,FC Barcelona,https://www.fifaindex.com/player/143745/arda-turan/
283,Spain,David Villa,NYCFC,https://www.fifaindex.com/player/113422/david-villa/
284,Switzerland,Stephan Lichtsteiner,Juventus,https://www.fifaindex.com/player/108080/stephan-lichtsteiner/
285,Norway,Rune Almenning Jarstein,Hertha BSC,https://www.fifaindex.com/player/104389/rune-almenning-jarstein/
286,England,Marcus Rashford,Manchester Utd,https://www.fifaindex.com/player/231677/marcus-rashford/
287,Portugal,N?lson Semedo,FC Barcelona,https://www.fifaindex.com/player/227928/n%C3%A9lson-semedo/
288,Portugal,Gelson Martins,Sporting CP,https://www.fifaindex.com/player/227055/gelson-martins/
289,Serbia,Sergej Milinkovi?-Savi?,Lazio,https://www.fifaindex.com/player/223848/sergej-milinkovi%C4%87-savi%C4%87/
290,Brazil,Malcom,Giron. Bordeaux,https://www.fifaindex.com/player/222737/malcom/
291,Germany,Julian Weigl,Bor. Dortmund,https://www.fifaindex.com/player/222028/julian-weigl/
292,Colombia,Davinson S?nchez,Spurs,https://www.fifaindex.com/player/220793/davinson-s%C3%A1nchez/
293,France,Ti?mou? Bakayoko,Chelsea,https://www.fifaindex.com/player/219809/ti%C3%A9mou%C3%A9-bakayoko/
294,Algeria,Islam Slimani,Leicester City,https://www.fifaindex.com/player/217699/islam-slimani/
295,Croatia,Andrej Kramari?,1899 Hoffenheim,https://www.fifaindex.com/player/216354/andrej-kramari%C4%87/
296,Croatia,Marcelo Brozovi?,Inter,https://www.fifaindex.com/player/216352/marcelo-brozovi%C4%87/
297,Spain,Williams,Athletic Bilbao,https://www.fifaindex.com/player/216201/williams/
298,Spain,Dani Garc?a,SD Eibar,https://www.fifaindex.com/player/216194/dani-garc%C3%ADa/
299,France,Kingsley Coman,FC Bayern,https://www.fifaindex.com/player/213345/kingsley-coman/
300,Brazil,Alisson,Roma,https://www.fifaindex.com/player/212831/alisson/
301,Brazil,Alex Telles,FC Porto,https://www.fifaindex.com/player/212462/alex-telles/
302,Germany,Julian Brandt,Bayer 04,https://www.fifaindex.com/player/212194/julian-brandt/
303,Portugal,Bruma,RB Leipzig,https://www.fifaindex.com/player/211368/bruma/
304,Italy,Domenico Berardi,Sassuolo,https://www.fifaindex.com/player/210935/domenico-berardi/
305,England,Jamie Vardy,Leicester City,https://www.fifaindex.com/player/208830/jamie-vardy/
306,Morocco,Hakim Ziyech,Ajax,https://www.fifaindex.com/player/208670/hakim-ziyech/
307,England,Michael Keane,Everton,https://www.fifaindex.com/player/207599/michael-keane/
308,Spain,Arrizabalaga,Athletic Bilbao,https://www.fifaindex.com/player/206585/arrizabalaga/
309,Italy,Jorginho,Napoli,https://www.fifaindex.com/player/205498/jorginho/
310,Spain,H?ctor Beller?n,Arsenal,https://www.fifaindex.com/player/203747/h%C3%A9ctor-beller%C3%ADn/
311,Netherlands,Davy Klaassen,Everton,https://www.fifaindex.com/player/203483/davy-klaassen/
312,England,Jack Butland,Stoke City,https://www.fifaindex.com/player/203042/jack-butland/
313,Germany,Karim Bellarabi,Bayer 04,https://www.fifaindex.com/player/202857/karim-bellarabi/
314,Belgium,Thomas Meunier,PSG,https://www.fifaindex.com/player/202371/thomas-meunier/
315,Brazil,Felipe Anderson,Lazio,https://www.fifaindex.com/player/201995/felipe-anderson/
316,Argentina,Marcos Rojo,Manchester Utd,https://www.fifaindex.com/player/201862/marcos-rojo/
317,Brazil,Rafinha,FC Barcelona,https://www.fifaindex.com/player/201400/rafinha/
318,Spain,Nacho Fern?ndez,Real Madrid,https://www.fifaindex.com/player/200724/nacho-fern%C3%A1ndez/
319,Netherlands,Jasper Cillessen,FC Barcelona,https://www.fifaindex.com/player/199987/jasper-cillessen/
320,Spain,Sergi Roberto,FC Barcelona,https://www.fifaindex.com/player/199564/sergi-roberto/
321,France,Wissam Ben Yedder,Sevilla FC,https://www.fifaindex.com/player/199451/wissam-ben-yedder/
322,Spain,Lucas P?rez,RC Deportivo,https://www.fifaindex.com/player/199354/lucas-p%C3%A9rez/
323,England,Ross Barkley,Everton,https://www.fifaindex.com/player/199189/ross-barkley/
324,Ivory Coast,Wilfried Zaha,Crystal Palace,https://www.fifaindex.com/player/198717/wilfried-zaha/
325,Spain,Bartra,Bor. Dortmund,https://www.fifaindex.com/player/198141/bartra/
326,Ivory Coast,Serge Aurier,Spurs,https://www.fifaindex.com/player/197853/serge-aurier/
327,Uruguay,Sebasti?n Coates,Sporting CP,https://www.fifaindex.com/player/197655/sebasti%C3%A1n-coates/
328,Poland,Grzegorz Krychowiak,West Brom,https://www.fifaindex.com/player/197242/grzegorz-krychowiak/
329,Slovenia,Kevin Kampl,RB Leipzig,https://www.fifaindex.com/player/195365/kevin-kampl/
330,England,Phil Jones,Manchester Utd,https://www.fifaindex.com/player/194957/phil-jones/
331,Morocco,Youn?s Belhanda,Galatasaray,https://www.fifaindex.com/player/193738/youn%C3%A8s-belhanda/
332,Chile,Gary Medel,Be?ikta?,https://www.fifaindex.com/player/193532/gary-medel/
333,Russia,M?rio Fernandes,CSKA Moscow,https://www.fifaindex.com/player/193525/m%C3%A1rio-fernandes/
334,Mexico,Jes?s Corona,FC Porto,https://www.fifaindex.com/player/193165/jes%C3%BAs-corona/
335,Spain,Mario Gaspar,Villarreal CF,https://www.fifaindex.com/player/192789/mario-gaspar/
336,Spain,Marcos Alonso,Chelsea,https://www.fifaindex.com/player/192638/marcos-alonso/
337,Argentina,Eduardo Salvio,SL Benfica,https://www.fifaindex.com/player/190972/eduardo-salvio/
338,Spain,Illarramendi,Real Sociedad,https://www.fifaindex.com/player/190584/illarramendi/
339,England,Nathaniel Clyne,Liverpool,https://www.fifaindex.com/player/190456/nathaniel-clyne/
340,Spain,De Marcos,Athletic Bilbao,https://www.fifaindex.com/player/190149/de-marcos/
341,England,Chris Smalling,Manchester Utd,https://www.fifaindex.com/player/189881/chris-smalling/
342,England,Jack Wilshere,Arsenal,https://www.fifaindex.com/player/189461/jack-wilshere/
343,Germany,Sebastian Rudy,FC Bayern,https://www.fifaindex.com/player/189251/sebastian-rudy/
344,Argentina,Manuel Lanzini,West Ham,https://www.fifaindex.com/player/188988/manuel-lanzini/
345,Algeria,Ryad Boudebouz,Real Betis,https://www.fifaindex.com/player/188388/ryad-boudebouz/
346,Spain,Camacho,VfL Wolfsburg,https://www.fifaindex.com/player/188005/camacho/
347,Brazil,Paulinho,FC Barcelona,https://www.fifaindex.com/player/187961/paulinho/
348,Brazil,Giuliano,Fenerbah?e,https://www.fifaindex.com/player/184942/giuliano/
349,Austria,Marko Arnautovi?,West Ham,https://www.fifaindex.com/player/184200/marko-arnautovi%C4%87/
350,Argentina,Diego Perotti,Roma,https://www.fifaindex.com/player/183900/diego-perotti/
351,Italy,Marco Parolo,Lazio,https://www.fifaindex.com/player/183498/marco-parolo/
352,Greece,Orestis Karnezis,Watford,https://www.fifaindex.com/player/183497/orestis-karnezis/
353,Greece,Konstantinos Mitroglou,Olym. Marseille,https://www.fifaindex.com/player/183483/konstantinos-mitroglou/
354,France,Mamadou Sakho,Crystal Palace,https://www.fifaindex.com/player/183285/mamadou-sakho/
355,France,Adil Rami,Olym. Marseille,https://www.fifaindex.com/player/183280/adil-rami/
356,Montenegro,Stevan Joveti?,AS Monaco,https://www.fifaindex.com/player/181820/stevan-joveti%C4%87/
357,Mexico,Javier Hern?ndez,West Ham,https://www.fifaindex.com/player/178224/javier-hern%C3%A1ndez/
358,Spain,Ad?n,Real Betis,https://www.fifaindex.com/player/178086/ad%C3%A1n/
359,Spain,Be?at,Athletic Bilbao,https://www.fifaindex.com/player/177600/be%C3%B1at/
360,France,Mathieu Valbuena,Fenerbah?e,https://www.fifaindex.com/player/177326/mathieu-valbuena/
361,Belgium,Simon Mignolet,Liverpool,https://www.fifaindex.com/player/173426/simon-mignolet/
362,Argentina,Sergio Romero,Manchester Utd,https://www.fifaindex.com/player/173373/sergio-romero/
363,Italy,Antonio Candreva,Inter,https://www.fifaindex.com/player/173221/antonio-candreva/
364,Italy,Domenico Criscito,Zenit,https://www.fifaindex.com/player/173208/domenico-criscito/
365,Italy,Davide Astori,Fiorentina,https://www.fifaindex.com/player/173198/davide-astori/
366,Denmark,Daniel Wass,Celta Vigo,https://www.fifaindex.com/player/172522/daniel-wass/
367,Mexico,Andr?s Guardado,Real Betis,https://www.fifaindex.com/player/171897/andr%C3%A9s-guardado/
368,Spain,Ra?l Garc?a,Athletic Bilbao,https://www.fifaindex.com/player/171579/ra%C3%BAl-garc%C3%ADa/
369,England,Danny Rose,Spurs,https://www.fifaindex.com/player/169595/danny-rose/
370,Mexico,Carlos Vela,Real Sociedad,https://www.fifaindex.com/player/169416/carlos-vela/
371,Slovakia,Martin ?krtel,Fenerbah?e,https://www.fifaindex.com/player/166706/martin-%C5%A1krtel/
372,France,Samir Nasri,Antalyaspor,https://www.fifaindex.com/player/165239/samir-nasri/
373,France,Steve Mandanda,Olym. Marseille,https://www.fifaindex.com/player/163705/steve-mandanda/
374,England,Leighton Baines,Everton,https://www.fifaindex.com/player/163631/leighton-baines/
375,England,Tom Heaton,Burnley,https://www.fifaindex.com/player/163264/tom-heaton/
376,France,Hatem Ben Arfa,PSG,https://www.fifaindex.com/player/161648/hatem-ben-arfa/
377,Brazil,Dante,OGC Nice,https://www.fifaindex.com/player/158625/dante/
378,France,Beno?t Costil,Giron. Bordeaux,https://www.fifaindex.com/player/158121/beno%C3%AEt-costil/
379,Portugal,Manuel Fernandes,Lokomotiv Moscow,https://www.fifaindex.com/player/157960/manuel-fernandes/
380,France,Andr?-Pierre Gignac,Tigres,https://www.fifaindex.com/player/153244/andr%C3%A9-pierre-gignac/
381,England,Joe Hart,West Ham,https://www.fifaindex.com/player/150724/joe-hart/
382,Spain,Gabi,Atl?tico Madrid,https://www.fifaindex.com/player/146954/gabi/
383,Brazil,Raffael,Bor. M'gladbach,https://www.fifaindex.com/player/144622/raffael/
384,Argentina,Gonzalo Rodr?guez,San Lorenzo,https://www.fifaindex.com/player/142780/gonzalo-rodr%C3%ADguez/
385,Croatia,Darijo Srna,Shakhtar Donetsk,https://www.fifaindex.com/player/139997/darijo-srna/
386,Germany,Bastian Schweinsteiger,Chicago Fire,https://www.fifaindex.com/player/121944/bastian-schweinsteiger/
387,Spain,Moy?,Atl?tico Madrid,https://www.fifaindex.com/player/110677/moy%C3%A1/
388,England,Wayne Rooney,Everton,https://www.fifaindex.com/player/54050/wayne-rooney/
389,Germany,Per Mertesacker,Arsenal,https://www.fifaindex.com/player/53612/per-mertesacker/
390,Italy,Thiago Motta,PSG,https://www.fifaindex.com/player/49370/thiago-motta/
391,Spain,Fernando Torres,Atl?tico Madrid,https://www.fifaindex.com/player/49369/fernando-torres/
392,Cameroon,Samuel Eto'o,Antalyaspor,https://www.fifaindex.com/player/9676/samuel-etoo/
393,Argentina,Marcos Acu?a,Sporting CP,https://www.fifaindex.com/player/224334/marcos-acu%C3%B1a/
394,Spain,Pau L?pez,RCD Espanyol,https://www.fifaindex.com/player/221087/pau-l%C3%B3pez/
395,Belgium,Youri Tielemans,AS Monaco,https://www.fifaindex.com/player/216393/youri-tielemans/
396,Brazil,Jemerson,AS Monaco,https://www.fifaindex.com/player/215792/jemerson/
397,Argentina,?ngel Correa,Atl?tico Madrid,https://www.fifaindex.com/player/214997/%C3%A1ngel-correa/
398,Algeria,Nabil Bentaleb,FC Schalke 04,https://www.fifaindex.com/player/213296/nabil-bentaleb/
399,Brazil,Anderson Talisca,Be?ikta?,https://www.fifaindex.com/player/212523/anderson-talisca/
400,Germany,Kerem Demirbay,1899 Hoffenheim,https://www.fifaindex.com/player/211748/kerem-demirbay/
401,Italy,Daniele Rugani,Juventus,https://www.fifaindex.com/player/211320/daniele-rugani/
402,France,Morgan Sanson,Olym. Marseille,https://www.fifaindex.com/player/210896/morgan-sanson/
403,Albania,Elseid Hysaj,Napoli,https://www.fifaindex.com/player/210864/elseid-hysaj/
404,Spain,Samu Castillejo,Villarreal CF,https://www.fifaindex.com/player/210617/samu-castillejo/
405,Poland,Piotr Zieli?ski,Napoli,https://www.fifaindex.com/player/210406/piotr-zieli%C5%84ski/
406,Portugal,Ricardo Pereira,FC Porto,https://www.fifaindex.com/player/210243/ricardo-pereira/
407,Spain,Grimaldo,SL Benfica,https://www.fifaindex.com/player/210035/grimaldo/
408,Portugal,Rapha?l Guerreiro,Bor. Dortmund,https://www.fifaindex.com/player/209889/rapha%C3%ABl-guerreiro/
409,Brazil,Fred,Shakhtar Donetsk,https://www.fifaindex.com/player/209297/fred/
410,Germany,Jonas Hector,1. FC K?ln,https://www.fifaindex.com/player/208334/jonas-hector/
411,Germany,Emre Can,Liverpool,https://www.fifaindex.com/player/208333/emre-can/
412,Spain,Gerard Moreno,RCD Espanyol,https://www.fifaindex.com/player/208093/gerard-moreno/
413,Bosnia Herzegovina,Sead Kola?inac,Arsenal,https://www.fifaindex.com/player/207993/sead-kola%C5%A1inac/
414,Argentina,Leandro Paredes,Zenit,https://www.fifaindex.com/player/207439/leandro-paredes/
415,France,Alassane Pl?a,OGC Nice,https://www.fifaindex.com/player/206467/alassane-pl%C3%A9a/
416,Ukraine,Taras Stepanenko,Shakhtar Donetsk,https://www.fifaindex.com/player/206413/taras-stepanenko/
417,Russia,Oleg Shatov,Zenit,https://www.fifaindex.com/player/206273/oleg-shatov/
418,Brazil,Leo Baptistao,RCD Espanyol,https://www.fifaindex.com/player/205976/leo-baptistao/
419,Serbia,Matija Nastasi?,FC Schalke 04,https://www.fifaindex.com/player/205362/matija-nastasi%C4%87/
420,Spain,Denis Su?rez,FC Barcelona,https://www.fifaindex.com/player/205192/denis-su%C3%A1rez/
421,Austria,Marcel Sabitzer,RB Leipzig,https://www.fifaindex.com/player/204923/marcel-sabitzer/
422,Belgium,Michy Batshuayi,Chelsea,https://www.fifaindex.com/player/204529/michy-batshuayi/
423,United States,John Brooks,VfL Wolfsburg,https://www.fifaindex.com/player/204082/john-brooks/
424,Croatia,?ime Vrsaljko,Atl?tico Madrid,https://www.fifaindex.com/player/203890/%C5%A1ime-vrsaljko/
425,Brazil,Eric Botteghin,Feyenoord,https://www.fifaindex.com/player/203888/eric-botteghin/
426,Germany,Loris Karius,Liverpool,https://www.fifaindex.com/player/203775/loris-karius/
427,England,John Stones,Manchester City,https://www.fifaindex.com/player/203574/john-stones/
428,Belgium,Thorgan Hazard,Bor. M'gladbach,https://www.fifaindex.com/player/203486/thorgan-hazard/
429,Netherlands,Memphis Depay,Olym. Lyonnais,https://www.fifaindex.com/player/202556/memphis-depay/
430,France,Layvin Kurzawa,PSG,https://www.fifaindex.com/player/201510/layvin-kurzawa/
431,France,Geoffrey Kondogbia,Valencia CF,https://www.fifaindex.com/player/201455/geoffrey-kondogbia/
432,Algeria,Faouzi Ghoulam,Napoli,https://www.fifaindex.com/player/201454/faouzi-ghoulam/
433,Colombia,Jeison Murillo,Valencia CF,https://www.fifaindex.com/player/201377/jeison-murillo/
434,Brazil,Gabriel Paulista,Valencia CF,https://www.fifaindex.com/player/201305/gabriel-paulista/
435,Slovenia,Josip Ili?i?,Atalanta,https://www.fifaindex.com/player/200647/josip-ili%C4%8Di%C4%87/
436,Ukraine,Yevhen Konoplyanka,FC Schalke 04,https://www.fifaindex.com/player/200641/yevhen-konoplyanka/
437,Germany,Kevin Volland,Bayer 04,https://www.fifaindex.com/player/200610/kevin-volland/
438,Brazil,Allan,Napoli,https://www.fifaindex.com/player/199914/allan/
439,Chile,Pablo Hern?ndez,Celta Vigo,https://www.fifaindex.com/player/199827/pablo-hern%C3%A1ndez/
440,Serbia,Du?an Tadi?,Southampton,https://www.fifaindex.com/player/199434/du%C5%A1an-tadi%C4%87/
441,Colombia,Luis Muriel,Sevilla FC,https://www.fifaindex.com/player/199110/luis-muriel/
442,Cameroon,Vincent Aboubakar,FC Porto,https://www.fifaindex.com/player/199069/vincent-aboubakar/
443,Spain,Pablo Sarabia,Sevilla FC,https://www.fifaindex.com/player/198950/pablo-sarabia/
444,Spain,Rodrigo,Valencia CF,https://www.fifaindex.com/player/198329/rodrigo/
445,France,Josuha Guilavogui,VfL Wolfsburg,https://www.fifaindex.com/player/198118/josuha-guilavogui/
446,Turkey,O?uzhan ?zyakup,Be?ikta?,https://www.fifaindex.com/player/196934/o%C4%9Fuzhan-%C3%B6zyakup/
447,Ukraine,Yaroslav Rakitskyi,Shakhtar Donetsk,https://www.fifaindex.com/player/195861/yaroslav-rakitskyi/
448,Croatia,Dejan Lovren,Liverpool,https://www.fifaindex.com/player/195086/dejan-lovren/
449,Spain,Sergi Enrich,SD Eibar,https://www.fifaindex.com/player/194879/sergi-enrich/
450,Brazil,Neto,Valencia CF,https://www.fifaindex.com/player/194404/neto/
451,Spain,Hugo Mallo,Celta Vigo,https://www.fifaindex.com/player/194229/hugo-mallo/
452,Germany,Daniel Didavi,VfL Wolfsburg,https://www.fifaindex.com/player/193886/daniel-didavi/
453,Italy,Roberto Soriano,Villarreal CF,https://www.fifaindex.com/player/193361/roberto-soriano/
454,Switzerland,Ricardo Rodr?guez,Milan,https://www.fifaindex.com/player/193352/ricardo-rodr%C3%ADguez/
455,Germany,Andr? Sch?rrle,Bor. Dortmund,https://www.fifaindex.com/player/193130/andr%C3%A9-sch%C3%BCrrle/
456,France,Maxime Gonalons,Roma,https://www.fifaindex.com/player/193116/maxime-gonalons/
457,France,Alphonse Areola,PSG,https://www.fifaindex.com/player/193105/alphonse-areola/
458,Argentina,Roberto Pereyra,Watford,https://www.fifaindex.com/player/193061/roberto-pereyra/
459,Germany,Kevin Vogt,1899 Hoffenheim,https://www.fifaindex.com/player/192641/kevin-vogt/
460,Russia,Alexandr Kokorin,Zenit,https://www.fifaindex.com/player/192086/alexandr-kokorin/
461,Brazil,Maicon,Galatasaray,https://www.fifaindex.com/player/191687/maicon/
462,Netherlands,Daley Blind,Manchester Utd,https://www.fifaindex.com/player/190815/daley-blind/
463,Italy,Stephan El Shaarawy,Roma,https://www.fifaindex.com/player/190813/stephan-el-shaarawy/
464,Serbia,Adem Ljaji?,Torino,https://www.fifaindex.com/player/190544/adem-ljaji%C4%87/
465,Spain,Iago Falqu?,Torino,https://www.fifaindex.com/player/190264/iago-falqu%C3%A9/
466,Germany,Kevin Trapp,PSG,https://www.fifaindex.com/player/188943/kevin-trapp/
467,Germany,Marcel Schmelzer,Bor. Dortmund,https://www.fifaindex.com/player/188802/marcel-schmelzer/
468,Russia,Alan Dzagoev,CSKA Moscow,https://www.fifaindex.com/player/187735/alan-dzagoev/
469,Russia,Fedor Smolov,FC Krasnodar,https://www.fifaindex.com/player/187491/fedor-smolov/
470,England,Danny Welbeck,Arsenal,https://www.fifaindex.com/player/186146/danny-welbeck/
471,Croatia,Nikola Kalini?,Milan,https://www.fifaindex.com/player/185431/nikola-kalini%C4%87/
472,Brazil,Luiz Gustavo,Olym. Marseille,https://www.fifaindex.com/player/185221/luiz-gustavo/
473,Serbia,Aleksandar Kolarov,Roma,https://www.fifaindex.com/player/185103/aleksandar-kolarov/
474,Italy,Matteo Darmian,Manchester Utd,https://www.fifaindex.com/player/184392/matteo-darmian/
475,France,Romain Thomas,Angers SCO,https://www.fifaindex.com/player/184190/romain-thomas/
476,Belgium,Christian Benteke,Crystal Palace,https://www.fifaindex.com/player/184111/christian-benteke/
477,Guinea,Ibrahima Traor?,Bor. M'gladbach,https://www.fifaindex.com/player/183909/ibrahima-traor%C3%A9/
478,Brazil,Sidnei,RC Deportivo,https://www.fifaindex.com/player/182002/sidnei/
479,Brazil,Marcelo,Olym. Lyonnais,https://www.fifaindex.com/player/180334/marcelo/
480,Republic of Ireland,S?amus Coleman,Everton,https://www.fifaindex.com/player/180216/s%C3%A9amus-coleman/
481,Denmark,Simon Kj©¡r,Sevilla FC,https://www.fifaindex.com/player/179645/simon-kj%C3%A6r/
482,Netherlands,Jeremain Lens,Be?ikta?,https://www.fifaindex.com/player/178416/jeremain-lens/
483,Italy,Eder,Inter,https://www.fifaindex.com/player/178311/eder/
484,Spain,Kiko Casilla,Real Madrid,https://www.fifaindex.com/player/177644/kiko-casilla/
485,Spain,Nacho Monreal,Arsenal,https://www.fifaindex.com/player/177604/nacho-monreal/
486,Germany,Sven Bender,Bayer 04,https://www.fifaindex.com/player/177458/sven-bender/
487,Argentina,Augusto Fern?ndez,Atl?tico Madrid,https://www.fifaindex.com/player/176915/augusto-fern%C3%A1ndez/
488,Sweden,Marcus Berg,Free Agents,https://www.fifaindex.com/player/176733/marcus-berg/
